"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia","ECS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","7664141844211.9","7946478952972.78","8323305207894.42","8824322186730.97","9017205020302.12","8969420668024.02","9391110103175","9658657926007.46","9970092892088.72","10345381309584.5","10485500632312.4","10535989247249.9","10635522653498.3","10844210244343.2","11131276141380.8","11442641956574","11757758487458.4","12119349599388.2","12633333363613.7","13080366240836.8","13387172813700.9","13447037715773.3","13377877236846.2","13278607512122.1","13441838998291.6","13729490053436.6","13973356766102.3","14403868104968.3","14788132861567.9","15218820475675.4","15863993217196.9","16226264677007.8","16492627648075.8","16791854287313.1","17324103684031.2","17793775354528.9","18488494891391.1","19156812467634.3","19349560021484.3","18502730828935.9","18992657577736.9","19437553142051","19503248700231.1","19686093793800.8","20059019058243.1","20476945517513.9","20864239127921.3","21442286524602.5","21896991619346.5","22275894051339.4","21025267162137.8",
"Ecuador","ECU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","11683345571.6281","12282048670.6423","12886220692.1956","13157651952.9506","14132271517.0189","14595115066.6414","14545560908.8964","15217722033.5867","15508295061.5815","16232414264.6977","17347894301.4979","18439528973.2386","19364758284.5524","22066274158.4958","24539574622.0139","27232094540.8722","29246503666.7275","29715863873.7949","31411696205.8418","32584624145.8131","33793084551.9767","35689844469.6974","35909281820.1435","35788314663.8059","36727855721.8459","38173097362.9211","39495712166.1056","39393379286.0295","41713833407.2993","42133381944.2238","43683854187.3025","45558477943.1319","46521725705.7094","47439700807.8818","49459802089.652","50573908255.3626","51449720654.55","53676394986.1005","55429750211.1927","52802720505.7765","53379221434.2819","55522733410.3626","57797375793.0758","59371127439.9001","64246103132.8511","67645562499.1411","70624352725.1051","72171071229.7691","76759080483.1984","77193914220.309","79915230250.8205","86203073182.7862","91066617872.099","95571238385.5329","99192306978.8112","99290381000","98072699669.1292","100395440274.107","101689830586.566","101702140245.144","93820098898.9847",
"Egypt, Arab Rep.","EGY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","20297834750.5754","21345429171.072","22172696193.6071","24504840915.427","27324754467.9543","28667504459.3052","30114182468.5625","30356681177.0108","29868912346.3034","31445846804.67","33206347267.4193","34553643778.5505","35609492776.4963","36858257210.2161","37432854798.4892","40779032774.1873","46194361684.595","50353260515.7469","54698126367.8038","57185627387.1013","62910668707.2904","67533693104.0804","74224371653.1716","78005663119.6494","85607909949.1068","90565897011.7963","94862819132.794","98498676312.0997","103878004712.174","108989704833.639","115166183177.86","116462268695.036","121671461982.544","125200896550.091","130175343747.658","136218680410.088","143014263361.559","150869114034.336","159280817656.994","168922784446.288","179683172292.407","186035425179.408","190482051405.266","196565009502.772","204608590455.849","213758163781.849","228387426643.934","244575133310.325","262077623375.861","274326082658.862","288446290412.076","293536132741.363","300070833532.51","306628779736.183","315569804751.572","329366576819.407","343682967575.512","358053111989.023","377080487738.526","398037429250.045","412246049861.252",
"Euro area","EMU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","4471100877678.72","4639802809385.88","4866733452768.56","5166106745220.69","5332109090747.38","5290951141705.83","5556970473181.53","5728433959470.72","5907345854194.18","6136182431762.85","6268689227214.34","6301524633128.21","6346423296377.47","6434641662266.76","6587655405029.53","6740010635239.52","6908957579621.03","7083964541287.85","7388938088240.65","7691766849758.82","7968897952402.85","8182172156219.2","8298145734905.61","8243144665201.98","8445886574355.26","8650250827130.14","8796407479270.07","9034523337845.02","9308491325763.18","9584345296334.43","9955090161182.17","10173392844779.8","10269136894614.7","10338691032786.7","10575485911065.8","10753471207062.2","11100389036815.8","11433480031745.8","11480756742741.4","10961113561173.4","11200088888651.9","11394364175804.1","11297044213160.2","11271891503691.7","11430878386846.9","11667005182106.5","11884414194452.9","12196137408990.3","12420321602191.1","12608756141244.8","11805533058147.8",
"Eritrea","ERI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","189202824887.394","211601930893.233","232663598109.482","254991157682.726","268527389413.615","285318769314.371","305993139413.236","319274277196.802","340336865557.598","370650723113.135","386554008586.081","404526735181.624","437494635756.683","471568753917.805","498065192168.152","500765717647.95","517309972887.033","531994201141.027","539777294637.071","540001552375.975","551928719362.065","551197587051.463","558068053894.851","567946503928.538","578082574647.964","591502390248.726","610745866705.075","644624688188.083","677463960307.224","710165351026.314","737019496584.769","755784017007.437","762806879607.809","754938588710.898","772930250403.552","794243755639.522","815374804972.54","845564711753.314","882710685369.584","922348732037.409","970735097454.978","1008913612242.14","1036467267290.14","1067373631209.9","1100705524174.5","1140903649565.53","1187711812957.12","1230525117812.13","1241441662114.08","1194723333131.55","1196670854394.8","1186925484611.08","1151799121598.68","1135266263129.81","1150977303115.72","1195119269971.52","1231346936295.09","1267962775991.18","1296983726387.29","1324028319783.9","1180730237585.72",
"Estonia","EST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10250085002.4013","10756747742.3451","12160504654.7103","12688250754.1156","12634322382.0052","13908826433.8567","14743867210.9477","15742228052.7913","16938679311.9639","18091188236.3009","19814267655.566","21749246482.6207","23397652435.6814","22196884688.6064","18949690212.0268","19412870879.848","20822844111.5074","21495047267.8946","21808537192.6056","22465272194.6314","22881558191.8523","23603600591.137","24970731682.2051","26002976732.269","27068147756.8566","26269347954.8905",
"Ethiopia","ETH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","10919391170.2675","11019414306.6054","11926863704.8956","11587184067.9531","10295867375.2518","11290614170.0728","12855417691.7145","12920167201.2278","12873519689.4521","13224509996.5613","12280613280.0666","11215579531.3139","12689624528.6185","13094419056.693","13896781078.9582","15623619245.3033","16113248919.1867","15556030352.599","16359055323.3678","17352576330.7606","18793066846.4797","19077730261.0075","18665391883.2633","21198771447.52","23704204628.4676","26272490503.099","29282310890.1994","32441439350.5667","35297114307.5407","39727092173.7156","44167904219.3321","47987461378.629","53065624131.0235","58508826790.9767","64589334978.8013","70682358692.8433","77442553522.3413","82721152428.0532","89640020508.4013","95069173939.2885",
"European Union","EUU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5128146630413.1","5314540221810.64","5567481007606.53","5902018076944.11","6084701213837.02","6044461810764.93","6340204481446.85","6522438993612.4","6721358280214.34","6981637532217.9","7126525195303.82","7162976598111.73","7221155399416.53","7325760082785.82","7508581186193.17","7685239267785.59","7883894718358.81","8082529514463.64","8418836533822.23","8748664639337.37","9044625732116.89","9212749883532.8","9319697209281.34","9266134451696.42","9511869872898.69","9765136391569.83","9948713147419.21","10212768196171.8","10520121231903.8","10830338208621.5","11253140433613.4","11497633709072","11625364066787.3","11730425800429.4","12033945211745.1","12265700206613.7","12693854505058.1","13094294816513.3","13177765148750.4","12604026890560.2","12887278444384.9","13128662779339.5","13034190368730.3","13030215942449.5","13236995217473.8","13543603683313.3","13815781092200.3","14206073567625.8","14500410576694.6","14756300064544.8","13880165239536.9",
"Fragile and conflict affected situations","FCS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","247772925563.85","281872252354.62","322488456204.679","354446597879.958","363586557982.154","380592058108.479","416181621428.743","409983830020.117","437979531529.28","457267027725.339","451339569560.998","480315059235.412","509696283391.058","484351376339.427","476364067316.246","450549890774.606","449902698608.445","465233825023.65","475763961784.785","494448743650.824","510350539263.541","506610966620.493","565570315871.86","520659769908.443","532402393262.106","538497167314.888","541212910453.939","551431181233.484","582977756390.447","612786292388.772","655983274150.756","683844837998.945","723105492253.713","753636456446.029","789814328692.438","786997918048.323","878285852348.184","937193426972.987","999688748375.585","1068199228238.94","1135896869801.22","1206140646676.56","1294330599467.52","1297706526571.23","1389947190824.68","1467217687554.22","1526279579445.82","1553606658973.16","1588049768921.18","1623190755703.68","1663319627560.05","1705274677573.17","1625651250480.98",
"Finland","FIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","50589519083.7226","54436685307.0741","56059957614.5909","57901583077.9633","60934865550.6368","64166154822.7992","65688704112.4559","67113379700.0326","68659195452.2898","75245869662.7566","78868007778.1911","80726864697.8286","86971479612.7082","93045418022.8926","96056863719.6751","97790592398.1485","98127366070.8099","98362391739.0673","101234285781.23","108444117077.274","114288222469.859","115792117021.665","119391038718.282","123111957760.547","127097943762.902","131608518351.544","135235166717.626","140069588805.624","147377229809.942","154874521233.403","155912607738.19","146735080145.122","141900658057.123","140961278495.634","146547647859.535","152727367949.997","158328155182.021","168356336994.289","177543846188.365","185319513373.259","196018680586.592","201134805636.359","204568476382.962","208667587196.736","216997787770.94","223030001979.846","232012333819.877","244307448127.642","246222806454.316","226341675380.801","233552827575.378","239502970842.667","236155807304.796","234026399089.848","233172417670.312","234440080998.273","241031264863.603","248725970173.658","251566290193.7","254946725734.929","247627994062.826",
"Fiji","FJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","864442828.176971","894850313.535929","927119529.85319","986072946.678807","1034166492.49865","1006241236.38809","1006241236.38809","1140592838.81","1230884695.00673","1262843514.62394","1423258878.2861","1521306992.62009","1635181030.05066","1825072452.88362","1872545323.34737","1882473768.16498","1933981323.55339","2048163809.958","2086329324.11423","2341379323.73982","2303836314.6217","2449668935.58149","2303215816.3316","2212005636.8308","2397659811.23376","2287044378.44472","2464288212.9021","2301275054.91477","2323269603.36013","2496089089.64627","2640862324.72105","2569558943.47059","2726302088.0977","2784373206.47902","2926376229.10923","2999535592.06706","3143513313.39057","3074356040.34121","3114322682.74754","3388383038.94333","3330780580.95142","3397396197.45843","3506112845.66709","3541173951.15021","3728856160.10088","3754958168.22771","3824518162.69428","3791984734.10484","3831148133.2718","3778046975.50927","3889675887.58947","3994897183.7137","4051277742.20476","4243074122.65264","4480819555.29601","4682546863.08162","4797023566.45789","5053838510.75292","5246523038.80983","5223158451.18649","4228211716.95877",
"France","FRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","520853719731.388","546792817544.409","584212419894.486","620630352391.078","661915301006.506","694094364304.657","730547069261.054","766498378435.638","800924188215.754","857865695907.912","910269964495.217","958666432402.072","1001915460758.66","1065482795458.77","1111308348974.91","1100641069649.6","1148593347439.08","1188384204654.86","1235664589826.66","1279530548778.59","1299731076666.48","1313625459723.68","1346536987543.45","1363245691877.26","1383881436423.22","1406338806517.05","1439208830839.83","1476079926691.29","1546092496504.92","1613252606453.56","1660423065362.52","1677827218892.41","1704661425648.31","1693944792851.35","1733893807426.03","1770421665963.64","1795437612080.28","1837384358698.48","1903321825666.9","1968441579917.58","2045676716441.08","2086257243621.11","2109947351420.97","2127315610004.57","2187513385781.34","2223896545485.41","2278366968438.45","2333611358079.22","2339560805961.64","2272337881797.86","2316635691390.19","2367432576851.88","2374845830958.32","2388532700966.84","2411371445853.84","2438207896251.84","2464917595843.98","2521399210474.97","2568424971659.46","2615760319962.67","2410285649514.37",
"Faroe Islands","FRO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2518096285.61661","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","218165732.316142","220783197.610877","226410747.994556","234394017.143497","243162525.880859","261223036.414529","271692897.593468","293810479.333976","292240000.157136","312739072.232645","302786553.06921","284434849.521501","292542710.018472","296563529.330979","310899125.003711","317638182.0248","319375655.487445","324396608.28907","314404696.27295","320824422.528081","320564377.351049","314678221.396249","307099219.76208","310456119.002577","317470533.372672","327593318.653529","321477741.865646","309648107.466093","302508316.50838","316489900","319338880.100054","327904142.657279","328598163.580178","332542291.159549","",
"Gabon","GAB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696430396.42149","1946939612.83482","2091971264.2585","2219423259.69408","2320505863.00802","2513881405.59201","2627207294.15752","2735320890.11045","2803944644.68843","3030584978.93241","3293619819.1751","3631503413.67836","4043205891.04162","4454902646.96136","6214014295.29188","7406490779.08232","10045078150.8308","8781197259.97673","6669389035.51109","6701028969.22081","6872102027.72108","7222258254.41941","6998547331.80659","7391042710.22575","7946028886.90841","7760652059.01559","7698287634.93325","6378335987.22336","7197655776.13204","7812717774.2031","8218372618.78488","8720720931.355","8451237952.71145","8784770707.36393","9110927707.08021","9564091381.05935","9910794381.96711","10479512175.3514","10843972169.5593","9875321038.86609","9689372062.04823","9896262772.69652","9871617795.94629","10093465625.2956","10163064416.8734","10435048685.5438","10142180867.7295","10751534050.3411","10395827002.6048","10409376000.3515","11147389028.9243","11937934362.9942","12564804478.7562","13273295983.6773","13846033985.5316","14383107714.0388","14683922099.6348","14753324487.264","14877687775.5363","15464604554.6269","15259863002.1555",
"United Kingdom","GBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","781539751882.685","802462500630.957","811312936981.778","850859444952.864","897943108490.365","917178635134.831","931606776041.736","957565762616.266","1009667714730.69","1029094699270.8","1063886847307.91","1101173073835.43","1148762113867.99","1223705613714.76","1193303822486.3","1175718706752.57","1209935250477.79","1239672440064.33","1291791498400.35","1340220976596.04","1312996159415.89","1302653113412.35","1328639625499.74","1384732882854.36","1416153927933.72","1474887707689.96","1521351693736.66","1603394209846.72","1695307398366.82","1739005688127.67","1751765738068.94","1732441630872.22","1739390144224.46","1782698018027.63","1851260746584.35","1898128560949.33","1945422538215.11","2042213048636.83","2117933632760.2","2187723816132.29","2264430169802.27","2326256714026.62","2376939901166.13","2455899033363.29","2512047716965.84","2586296103921.84","2655965757853.98","2718661844407.04","2711082754550.52","2599550183705.82","2653466179058.21","2687316670297.07","2725755941226.07","2785344055811.59","2865080898674.22","2932784751846.27","2983298623019.86","3035217250668.9","3073236097030.23","3115364469905.13","2810362800157.26",
"Georgia","GEO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","7043865541.61085","7574665277.69409","8048081822.97286","8406731295.10078","8808417503.36703","9870018220.30909","10113900066.0525","10400818647.9343","11075078919.7341","12050604366.3901","12940052883.0591","13729080919.5518","14675913871.8009","15766206253.2994","16928230216.586","17702911106.8706","18635398434.3041","19008393116.3224","19826112679.0631","20902060542.2132","21934968349.8231","20141724170.277","20399949704.5182","21533280758.4728","19983917733.128","17028650835.0708","13435605384.9205","7403018640.10929","5233934032.52104","4689605208.65465","4811534790.46402","5350426783.58965","5913240382.49681","6096840743.84171","6271774776.36276","6387071387.65258","6693999118.67096","7060417705.9005","7841209756.31252","8295568369.1006","9091078041.68686","9947436742.60785","11198720178.0285","11469569250.4296","11050871061.5608","11741493896.7964","12610364429.5598","13413519587.538","13899264090.2481","14515269025.6907","14953950557.4406","15388577975.5872","16133785748.9094","16915132067.1573","17757903230.0709","16664074472.3042",
"Ghana","GHA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7362276064.59992","7614778133.45487","7927681444.46736","8276973043.60895","8459838485.63399","8575653578.86743","8210477348.14286","8462979416.99782","8494195990.70945","9004372263.66634","9879909932.34271","10395258340.5466","10136660135.0649","10429060631.1904","11143713766.328","9758368611.64281","9413880360.80012","9627962095.98374","10444021962.7763","10181360928.6987","10229385995.0966","9871043755.44798","9187607194.02208","8768308918.61391","9526554522.6697","10011610218.2651","10532129920.0569","11037134899.426","11658323478.4235","12251250969.5253","12659072802.7171","13327703048.1192","13844740502.086","14516210495.2125","14995245413.7967","15611912724.5958","16330444933.1966","17015728777.0771","17815534534.4847","18599417499.2829","19287595954.1805","20059099811.3649","20961759218.2129","22051770713.0664","23286669870.6575","24660584304.9774","26238840122.9188","27379395053.8317","29884554661.9014","31332308027.0414","33807470089.4623","38556447209.2122","42139416650.2589","45220872030.7526","46512488756.006","47498906691.6182","49101266028.4506","53092656346.2507","56384442277.7625","60053814796.4281","60302703909.1698",
"Gibraltar","GIB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2961299807.36625","3059020890.04054","3251987497.57399","3382180036.97904","3528427624.22175","3620640363.45504","3739069601.68805","3927673676.91541","4083606214.44746","4271765443.66886","4462353466.40394","4693574927.95511","4864614488.93593","5050053789.52142","5176459694.26451","5365832524.79708","5642956819.28085","5713414849.23874","5847115459.26454","6022369446.56626","6094012382.59108","6509470045.27193","6778507045.84635","6702408713.70137","7025019965.90795","7419271685.68155","7858143038.95261","8168200516.20414","8470141466.1305","8794202443.67754","9745789798.57308","10749606195.9478","11433119038.141","12078653011.983","12922776921.3845",
"Gambia, The","GMB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","253504773.443194","253504773.443194","277780754.236311","284546168.067423","302056702.681346","301857716.686801","302587321.217443","330577644.702476","350011622.178928","393390064.360044","422309056.005664","436834697.187523","464427126.318858","458258683.410621","486991867.670496","503169221.352462","499322076.842749","553664435.766931","573237898.175023","568581689.30487","591842768.419131","606368558.402168","633514629.282643","670864889.841141","694740161.997388","716326011.323488","740528437.976655","762833905.234587","764011308.547646","770748728.83124","787886678.574085","826493118.811998","855420367.242976","910167262.620829","960226464.033935","1015919601.2835","982902212.720932","1050427591.01692","1124482736.1904","1098037945.51549","1091937455.56725","1125167836.81472","1195557273.78416","1275249825.5969","1350595867.70556","1240786424.0015","1305823103.61432","1343336382.19183","1324430501.09843","1378176868.31568","1404959801.54615","1472715550.98331","1579264906.00789","1674917281.84545","1674917281.84545",
"Guinea-Bissau","GNB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","364481443.937127","350226693.273522","372553157.781871","376688098.419382","393862216.827269","424763009.152067","445760978.661755","413799604.587999","468115120.195062","477450011.474611","401284075.064376","474187472.373751","494103735.686359","477312670.549148","520792146.051979","542490913.825283","538184362.583593","553791709.138595","579266127.694456","614601361.608203","652092044.582728","685348739.005025","692887574.936628","707438214.008098","730076237.001025","762199591.487719","850614744.071947","905904702.436624","651345664.684636","658025458.135226","693736416.618997","708921660.318477","701937523.451224","705928109.701827","725421622.574493","756368826.663681","773836090.653954","799086017.595086","824685276.009035","852468716.437881","891775800.885315","963873910.107892","947365805.394198","978211129.058856","987646569.671489","1048229629.42039","1113878213.74887","1179810632.61765","1194956294.73557","1248729327.89726","1218759824.0375",
"Equatorial Guinea","GNQ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","132086051.080037","139706650.792989","142782538.519019","149927929.594488","151444273.193663","170988427.534954","167003445.867444","174412950.146416","179044071.251872","176843300.775428","173733398.002944","171957427.665213","231704586.22124","257269046.836751","300152801.154033","352638311.563995","587424889.605563","1468403404.81293","1817508712.82273","2283954429.52383","2699948863.63471","4411173089.94672","5269712387.48044","6005113942.10675","8286980786.33799","9674942387.46496","10420388726.904","12012844403.0027","14151023688.3164","14341122354.8584","13061295371.5232","13913404306.6369","15070007775.8487","14447134440.3091","14507099626.9173","13185496881.4055","12023008462.2024","11341604102.079","10634279180.0445","9998462337.55955","9509201933.42394",
"Greece","GRC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","41897918844.2089","47430053511.7558","47603083345.2485","53241605576.2543","58251468498.0152","64523992745.6587","68714504968.9523","72610263841.6928","77840903141.7393","86842166197.1482","94352686125.5179","101751046574.193","112089107189.741","121159781744.023","113359223773.416","120576587851.021","128838373422.852","132627512271.737","142238846898.994","146907239472.1","147901993628.779","145604009481.615","143954829399.943","142402100419.74","145265208434.882","148910722026.869","149681573346.014","146300470146.584","152573632440.345","158371429858.656","158371429858.656","163280944640.1","164423911153.874","161793128229.383","165028991370.686","168494137432.466","173316657015.796","181088521210.706","188141746732.276","193922583192.34","201523903970.569","209850089723.034","218082239921.474","230719084321.333","242395759702.938","243848054922.87","257631403759.527","266065603743.695","265173825328.344","253769404768.621","239865285214.173","215520602874.363","200256670960.518","194766089476.153","196125839727.809","195317994377.197","194361223539.551","196850650357.773","199919508005.418","203631363753.968","186836386224.51",
"Grenada","GRD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","294936000.782602","310689718.600043","328094816.155561","326340217.414506","331346888.233504","345012500.864708","357545338.289967","370304219.405148","392447331.052896","420681066.615958","458952211.318165","472568367.438133","490373471.306874","510050255.582627","517117235.536196","512715798.616844","502672641.665046","511185684.570456","522071256.691689","545242004.448612","572588587.789739","639887804.586994","684029584.516367","717464623.207065","702943856.405821","727106310.981525","795919459.066231","790766276.012726","895749896.071263","859961747.475465","912621083.248655","921268557.016331","860342475.370223","855943864.73553","862491636.927484","852528618.821349","872575136.813532","936657722.571781","997007925.925926","1034252294.89984","1080201438.28364","1124934230.80347","1147225411.42326","1018383299.14561",
"Greenland","GRL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","713409403.466618","806586745.170869","856411814.935783","914699280.06144","966894344.267369","973142803.638125","1031134412.38183","1122104341.21172","1189618186.16421","1247440737.49458","1355668774.07381","1364687761.36576","1304373190.79009","1349468198.15327","1279570934.37689","1326357012.1974","1420492850.1127","1498845418.90675","1582834881.34706","1688244482.92039","1490390113.88908","1488699048.74781","1412601218.99183","1341576581.37848","1421056539.22956","1474043154.51535","1496590669.3289","1518574484.4858","1636385215.77379","1658932713.12615","1776743426.95294","1799290924.3053","1781816619.09558","1860751909.98913","1989266282.03924","2088480774.15728","2204510394.03133","2256370133.83959","2395500910.53732","2416244806.46062","2458186589.29546","2445981216.18907","2480082923.88117","2447884486.10122","2563966489.55083","2499115623.00272","2616123069.62063","2628380826.30258","2712962839.64643","","",
"Guatemala","GTM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7658218960.67749","7987408907.81677","8269883724.77256","9058916963.85101","9478615901.24656","9892051261.13192","10437311413.3097","10866511988.3396","11819074238.4329","12378933031.5586","13085508119.7977","13816170774.7944","14829317709.7076","15835165762.4856","16844662315.1922","17173131684.9494","18441756538.2356","19881914004.5041","20875351577.7305","21859302107.4257","22681207093.4547","22827922434.5367","22022076453.7722","21455648509.4387","21562218232.5299","21430831237.5384","21461487955.504","22222079505.602","23087048852.8383","23997276421.0821","24741807083.6373","25646923925.5049","26887809008.5756","27943728755.4267","29070906533.9103","30509494155.825","31411897839.045","32782741304.785","34419756615.2874","35743906053.8837","37033856704.0846","37897699132.5642","39352700601.0882","40360278359.0408","41626750328.7627","42990453877.9055","45291044075.3986","48161463040.7346","49747672384.8696","49984918092.5488","51426570817.8819","53567925339.8243","55161415004.8632","57199529556.8023","59741463827.8038","62186186575.7433","63851409868.9298","65817938467.9666","68004474883.7077","70634110391.9779","69560946554.6216",
"Guam","GUM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4800664422.202","4842877343.03913","5157363603.27571","5345211101.00091","5149976342.12921","5186912647.86169","5292444949.95451","5315662056.41492","5435968880.80073","5440190172.88444","5556275705.18653","5650199454.04914","5751510464.05824","5799000000","5809553230.20928","5861264058.23476","5808497907.18835","5923528116.46952","",
"Guyana","GUY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1555850184.75838","1628812157.38844","1646809323.32559","1444603250.7782","1608714259.33042","1778289131.22526","1871351872.09833","1952074914.96482","1972080316.54224","2110015239.07342","2199806028.00691","2268282708.53892","2193028552.37467","2220325603.183","2391353730.76278","2594212782.18438","2634083582.90284","2564578555.17354","2518257425.25152","2472029867.86152","2514892139.78338","2552519098.89966","2215838396.91377","2065330084.58529","1961470048.6075","2008538807.05898","1990449861.65161","2008351899.92662","1934172757.72396","1839075930.4692","1782662558.36892","1890653870.6686","2037328638.37601","2203882403.80317","2391926976.5915","2512275504.12797","2712140022.54343","2879768328.21722","2831414008.86189","2915228161.69879","2875470166.2593","2941017131.50357","2974327884.49186","2955523428.47582","3001728666.3665","2943166212.96821","3094139141.92269","3316647132.34554","3369887904.55236","3500553980.69229","3632862031.11355","3826828027.07572","4032797860.83272","4180127987.7163","4250621670.74971","4279840361.68334","4442794574.41692","4608710500.38881","4813382445.35581","5071034662.77684","7275895921.03487",
"High income","HIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8751260241916.17","9132861444691.27","9650026410317.54","10160897960746.2","10805998536691.8","11398201243038.5","12070448193101.2","12595353219337.8","13348903985470.3","14064187190101.4","14453639022154.1","15014264150207","15845875405686.4","16844748675145.9","17014795829204.7","16996097565442.4","17869884350476.5","18585838333680.2","19375615165970.5","20172415896806.9","20424580458777.5","20811736774931.6","20782117342895.5","21366159280669.8","22366382629780.5","23158724362007","23926477577615.8","24760134359792.3","25946681625008.5","26963781645056","27803483279471.8","28216308284861.8","28844222731703.7","29231850649539.7","30189545988663.3","31051180088289.2","32006711039199.1","33130037459809.2","34087176316017.2","35265871746820.8","36712058690568.4","37263820490116.7","37855491165679.3","38716211508787.7","40029354177775.1","41213031583781.4","42516139813268.2","43691027753166.3","43867243316988","42465200233514.2","43729691658696.3","44572295195211.1","45184030712982.1","45870272427453.7","46854992600917.8","48019945684087","48879629736822.6","50029151310167.9","51188293498144.9","52065017802559.3","49648834899275.6",
"Hong Kong SAR, China","HKG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","12532981468.2878","14324123809.2792","16582120088.9989","18012888043.1129","20650385376.1981","21021022852.4105","21358072036.2538","22083719102.6458","24588729282.4971","26852556862.9753","28810940909.7215","31868291897.4211","35781561210.4584","36645759982.8732","36826063802.3271","42778655616.6391","47794740529.1304","51742997646.7189","57722763322.5657","63557446235.5401","69443327969.1744","71491747299.6324","75764807869.4713","83321473896.4409","83952304012.4991","93234218681.8888","105726264418.852","114725244375.437","117337550489.245","121832200487.909","128779029081.551","136808380348.007","145291989943.553","154061916406.344","157718958364.051","164435333951.716","172820977694.519","162654571326.075","166731816816.442","179509246412.527","180516078801.496","183506603082.503","189115031526.046","205568163242.266","220755902693.884","236280807955.361","251555900292.342","256908801136.646","250591053268.835","267550225264.88","280431918518.529","285200173148.782","294045789895.418","302168441974.011","309383627028.561","316095687453.665","328078893886.438","337417488799.2","331749697713.935","311574446723.543",
