"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sierra Leone","SLE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1151844102.95132","1172681464.40248","1225932543.46987","1246769904.92103","1330119450.23341","1425624098.97354","1449859708.6277","1450385740.25096","1479682427.48855","1605831965.67815","1744262601.72065","1804717286.9023","1820963977.25844","1862056182.69286","1927224952.30964","1959394509.66567","1950593373.09097","1951503828.34456","1998463492.69063","2088619488.91444","2189781852.31465","2252878852.1188","2360606011.31906","2310967149.93193","2405555827.2773","2277788566.40966","2305943101.61684","2472692044.08653","2297625447.37702","2314398113.11291","2391930403.24108","2448187664.97379","1982715956.56931","2009969366.43191","1970827537.8604","1813166197.14561","1844965893.91369","1736535735.18217","1767533146.055","1732548617.22646","1847810362.20075","1730558384.34885","2187725471.6925","2391470991.34043","2549258928.69872","2664105482.35345","2776635014.2343","3000380294.03056","3162349379.67518","3263166697.5142","3437630797.22922","3654718730.25859","4209569688.52042","5081614391.02665","5313171991.3514","4218723875.1379","4474187603.74251","4662603815.78823","4823284725.67196","5093411985.26064","4983267092.09221",
"El Salvador","SLV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","8437190096.28878","9041388900.43591","9532955549.01294","9841507995.25382","10184525766.9652","10487749152.6873","10892393522.4948","11558739365.4587","12120687534.8385","12767447555.1028","13140707955.6428","13804216489.3917","14740150888.7148","15524734604.4822","14875759489.6291","13124686586.47","11753033903.4585","11011911853.0393","11180946212.8907","11330430515.5491","11400293436.5027","11421885020.3836","11708984211.1009","11928815320.982","12043593406.9623","12625486894.9817","12814156962.9085","13713460427.9454","14511478889.6648","15192035957.2723","15911372718.3835","16041476907.3276","16544367517.471","16983483807.1346","17350414806.8526","17545790376.0413","17699722909.7651","17979531150.3011","18260412974.2658","18423074186.0176","18921872981.3919","19743630128.4277","20110975993.1208","20627998353.0508","20197673452.3845","20622851798.5368","21409687040.4415","22012229028.0845","22504353106.9706","22889473428.421","23438240000","24033933422.9748","24575263831.1417","25168110439.5132","25831327062.9527","23779290415.6707",
"San Marino","SMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1248960787.28583","1342203439.38183","1463664262.50688","1495563064.53972","1578990700.62561","1583898208.63066","1645242058.69382","1720081555.77086","1761795373.81381","1829273608.88328","1959322571.01717","1949507555.00706","1748299726.79992","1652603320.70139","1515193096.55993","1408454797.45004","1397412904.43867","1387597888.42857","1419394771.21029","1452671145.41094","1456422893.31885","1478921148.04195","1514041111.68851","",
"Somalia","SOM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3822941899.93699","3913309488.52748","4048860871.41323","4165749382.74224","4223702510.20788","4341573277.93461","4467302096.84312","4400508661.79798",
"Serbia","SRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21208001183.6995","22536487904.76","24160778190.5205","24967960158.5863","22614939243.4984","24001645048.2211","25652664150.9989","27289408095.1077","28486801015.3348","31058645509.5698","32776296417.471","34450440854.5428","36668885796.8926","38742722729.4199","37684367630.5975","37959857147.321","38732824869.453","38468844257.1275","39581608177.0844","38952454430.3262","39655958842.5478","40979907436.1694","41840962435.9212","43721764447.4752","45579289486.2119","45132742525.1398",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","246024323741.771","248398474240.525","263337400898.68","280257619647.934","294566478936.488","308260796304.304","312568331753.084","307766211327.036","316947716341.249","347930605122.099","384829782306.26","415747594963.62","427380060454.537","446249106371.985","481445411095.911","478782202049.339","504215907570.647","518556058152.608","515993536613.329","537733407278.557","557774707469.988","551263002309.7","544111252574.299","529925590905.015","541813127736.58","553346630812.35","563793247394.859","579959882020.084","606060187146.34","620821263281.417","637364046056.584","639585890801.838","637226926228.66","629106818256.596","635336891123.39","656994254119.285","691276148894.455","715342771333.313","733272862883.976","748869782554.281","773644225166.735","806932215061.356","859818152275.676","895705233668.264","955080521362.313","1014888907614.19","1078124337430.5","1149107779848.77","1212663138782.95","1255800896493.69","1329595023359.28","1391397329171.07","1448431701297.86","1526338745780.91","1604431404158.54","1651530551202.84","1672763528896.18","1718415370407.48","1766318077214.3","1811793274290.41","1775413512679.74",
"South Sudan","SSD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20185217785.8109","21202884179.2359","22367646895.0144","21329717232.6938","11500530835.4315","13010519613.8763","13449448810.7001","11997800760.2242","","","","","",
"Sub-Saharan Africa","SSF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","246145679574.88","248511803120.677","263461110015.114","280395265187.582","294712598265.692","308402959937.596","312735763159.336","307935396339.925","317131608708.833","348110249454.476","385024537514.117","415977300988.69","427626235622.262","446520258673.343","481716112644.133","479063939869.656","504550623380.395","518864058126.021","516381459029.761","538190465579.538","558206702209.249","551656866611.238","544500765037.523","530308657766.206","542213997066.028","553794216370.185","564239545555.368","580426172087.056","606551843601.458","621369099558.33","637950773504.854","640189138621.116","637874391176.725","629795408353.672","636019744113.126","657670901809.782","691986029274.825","716138800747.153","734136675448.979","749749726309.59","774537210932.474","807804018464.406","860699774838.329","896533439919.37","955883633892.721","1015764805177.05","1079083187079.9","1150167279526.34","1213698347972.01","1256824496677.63","1330679581476.19","1392567556925.6","1449616566700.24","1527594944711.46","1605744183834.3","1652908176497.07","1674204389095.41","1719925944453.39","1767848530205.69","1813347359631.44","1776799886912.3",
"Small states","SST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217136293480.431","224796440004.879","234298503260.326","245289055062.236","264141560643.402","277774794298.365","304724952182.539","329903540133.699","349705026982.993","352194318674.596","377179931749.229","400804788919.428","413328622959.644","426531467017.408","440312263621.808","452870774010.385","463142398158.888","468174306856.725","478201991165.968","486616736378.02","458451776667.006",
"Sao Tome and Principe","STP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156544397.549035","160265267.270678","170800267.628888","177345716.310309","189926220.176159","207239214.671228","213981960.430101","231498896.158493","237115713.041909","252936034.663125","264060672.435369","272357396.602142","285470840.526705","304168994.896737","316066072.343754","329229494.061209","341901474.463989","351971392.289827","359752972.346268","370868351.86853",
"Suriname","SUR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1039848345.70204","1089761066.29574","1132261747.88128","1195668405.76263","1273386852.1372","1426193274.39367","1700022383.07725","1905725091.42959","2050560198.37825","2142835407.30526","2200691963.30251","2286518949.8713","2272799836.17208","2231889439.12098","2240816996.87746","2303559872.79003","2506273141.59556","2761913002.0383","2944199260.17283","2926534064.61179","2668999066.92596","2858498000.6777","2738441084.64924","2631641882.34792","2581640686.58331","2633273500.31497","2654339688.31749","2489770627.64181","2683972736.59787","2796699591.53498","2670848109.91591","2742960984.61188","2753932829.79887","2569419371.8203","2656779618.49702","2656779618.49702","2683347427.6876","2836298193.71368","2901533087.6484","2860911623.79706","2920990729.55626","3043672341.65426","3128895194.27222","3326015562.79501","3608726894.7365","3771119629.97041","3989601089.53736","4193529062.81921","4367284019.64612","4498900798.3204","4731441114.79231","5008200507.10343","5142938632.30752","5293803714.58237","5307329549.54494","5126291450.81511","4874293909.32771","4950683407.96675","5195656627.74022","5252729241.66594","4491083501.62437",
"Slovak Republic","SVK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35277190548.9636","35947925300.9358","38178684474.3806","40409654370.5134","43084731204.0087","45637862817.9945","47498106071.1052","47447798802.0271","48001290777.6312","49563148486.4889","51798170912.6307","54646594883.624","57531323046.5487","61341889065.5963","66551764639.2269","73760670973.5777","77872744559.8602","73624371102.7526","77947046488.6937","80166368965.5174","81686918373.1386","82231390308.6322","84403606283.1009","88467555243.7256","90354327374.1808","93055488349.2425","96452128465.1741","98874608685.4383","94173788108.793",
"Slovenia","SVN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26407064103.9919","27252883901.1043","28629098249.0893","29567951003.8593","31144711243.0213","32288460757.9407","33327038579.3106","34495350596.1761","35516502760.3203","37064735583.8026","38472444101.1001","40683223436.5281","43522977832.513","45050565377.9113","41649951475.7119","42209622062.3397","42573185243.0387","41449492091.7437","41022859610.5451","42158437521.4397","43090173394.6913","44465548179.1249","46606733574.1946","48667926418.7897","50249892617.4104","48124693310.8877",
"Sweden","SWE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","123686642725.624","130713643065.187","136280798857.2","143541749586.462","153332968452.576","159192599473.078","162521068848.464","167990534344.207","174102879451.687","182823823634.688","196150229232.739","198003155009.149","202534930030.788","210571477885.03","217305965722.135","222853488541.426","225211512171.391","221616554115.969","225498274547.564","234157416129.864","238138025327.291","239221149500.055","242208219499.103","246811722726.639","257250711527.949","262808288360.312","269881308726.533","278932704065.054","286070699812.652","293665324567.97","295881542676.808","292490814556.963","289102037155.611","283130298151.25","294257241961.393","305836832131.49","310667391570.025","320206516443.849","334013297425.391","348199457231.41","364795858131.684","370083569053.714","378214012929.902","386950040254.662","403731506887.751","415273396287.166","434636654376.703","449584772840.507","447559127029.566","428135998219.291","453619110971.171","468113753183.843","465359818585.788","470887249502.535","483402482698.498","505103781349.757","515562425649.407","528801679620.708","539113433181.757","549821281946.735","534451934431.879",
"Eswatini","SWZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","419156781.659953","476764154.488502","502625245.262116","547955376.260085","579427121.539526","660016418.87737","646027781.636215","652550032.302498","661210211.248502","681753649.185195","766625516.654531","878870539.933069","889175893.588942","899866943.501138","955314540.667726","991544039.212635","1113151740.15765","1275745253.55608","1359559440.41592","1535093574.69979","1857739550.46044","1890442758.13855","1951432352.48457","2012046069.04488","2060349078.72557","2159774345.97777","2242754034.80393","2312342326.99205","2372556632.28054","2442567817.82096","2485561255.62588","2511778083.46907","2621796452.39319","2723527754.53547","2822226064.28021","2991525099.60884","3170782274.57311","3311418377.17524","3338627107.01543","3390878252.24087","3519519864.40363","3598611562.24321","3792623842.3043","3939105286.56255","3975077057.96489","4062660889.82685","4107379345.52774","4190618272.82126","4290003382.01463","4386267605.50659","4314463198.27519",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1108116839.82084","1143576512.44684","1196181066.28574","1212814522.26835","1228662707.79684","1248080304.4804","1253072625.69832","1259337988.82682","1186296385.47486","1108000824.03352","","",
"Seychelles","SYC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","131933783.530125","125492411.604237","136044543.02382","149833477.751029","158702490.572919","157019337.828309","178839541.996503","179742215.739517","193318568.836799","193318568.836799","210469540.68864","243832700.284896","259214417.941663","282684174.288432","286367124.136228","295466167.662479","343561109.576458","322293897.650792","390464511.905584","452135806.916845","432926715.028092","397361011.010733","392919811.804114","386203847.447568","403626014.111855","448532385.238048","447739374.318023","467458296.746593","492685833.924424","547860848.76774","586186699.282485","602367949.920368","645506330.287406","685506096.805792","680030980.181817","674416356.329656","707580951.605291","792218643.264218","858791933.049531","874868574.608098","888117049.011209","867946465.315423","878473191.428979","826756354.354268","803190047.600524","875523427.103148","957876280.271721","1057700744.83997","1034993045.23323","1023553828.13811","1084506074.45092","1170044100.78907","1184796354.18336","1256098308.99354","1312682840.26448","1377495054.04127","1440344964.02941","1509788848.51418","1529833088.61817","1553582269.18431","1387030682.97101",
"Syrian Arab Republic","SYR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777808573.000464","770245945.259462","778494332.034517","846311282.16842","942070000","1010381196.60485","985220492.150769","1040500784.15735","1095902784.09258","802200790.925031",
"Chad","TCD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696963329.07911","1720682526.6067","1812913107.89905","1783916396.40253","1739123333.1125","1749666381.9963","1718048293.92189","1731229184.18127","1723313677.72818","1841900238.0217","1876153255.1266","1833984339.7768","1855068118.92358","1699597030.15774","1783928529.29137","1944665258.31968","2002631164.94822","2047382458.59673","2037767250.61139","1600847787.51187","1504033784.15723","1519719624.7614","1600973090.98407","1851985143.63293","1889930447.0693","2301798709.28104","2207846939.0513","2155105703.76333","2488766907.15831","2610336577.89193","2501264385.14823","2714750731.31674","2931969973.07684","2471362268.09204","2721881484.22562","2755538891.12468","2816559556.8286","2975790718.72462","3182655188.59647","3160922420.7253","3133116385.96115","3498379313.11225","3795434040.85243","4354185202.01074","5818470334.73997","6826958668.37461","6871215248.13962","7096007026.04689","7312626231.63889","7621050542.93753","8653710578.06277","8660881890.57623","9430191312.98703","9967712346.34747","10655483007.6061","10950392219.9104","10265387468.6306","9958586245.45557","10195006847.3059","10526057266.1328","10432353251.8416",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","285874363899.276","247822956131.102","246232915974.945","262109843862.644","290357835893.813","321607958137.701","347316159335.688","342454394984.572","348505909625.318","388128759140.757","440284200083.053","470102503981.988","493187610451.766","534006149649.07","555160866396.607","592521369641.537","609232649122.162","655967231019.922","716506332084.084","767657741052.278","825482400760.061","871741927227.617","927746140478.99","999044632303.611","1098214278671.27","1184637022893.08","1269521214029.52","1385737818335.69","1521260999329.06","1607985230052.53","1690991832569.79","1826665167754.27","2031193567836","2260634537288.6","2508072207787.51","2755818090339.83","3005517579484.32","3226104851800.92","3318995888703.85","3530942699330.16","3800857197452.17","4066271210760.13","4394320147481.32","4787754739210.78","5224789727247.36","5746565685164.19","6384141733952.72","7182675923132.59","7802267835361.75","8425948297371.35","9262908128524.92","10063950626813","10827146421888.5","11617798394739","12428615279377.9","13261565445436.8","14131026839614.2","15078596331645.1","16060980532767.3","16984670140357.8","17201702165593.9",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2312678786879.25","2279470828701.92","2154297898112.94","1951567876565.8","1861934597567.11","1702045455339.61","1697802741001.13","1715872679289.89","1766348807695.28","1755018199497.29","1798421549284.37","1930979698287.38","1981968505226.89","2081012744872.73","2209620829082.36","2383382212667.58","2542444672907.02","2741925148491.04","2950539002621.66","3082026488419.1","2938662941932.44","3077102309614.99","3253581448385.39","3365450224283.86","3486729168935.64","3570220434636.34","3622133037888.2","3693289874458.59","3849322717416.2","3984295382653.64","4088719588515.73","4014401761744.33",
"Togo","TGO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","535797649.697342","601000566.153775","623680241.041602","654862346.323933","748416054.874788","864119026.804748","945421558.737576","997423257.24918","1047530728.16321","1160987402.2008","1190294237.9054","1190294237.9054","1281056048.86584","1330216369.78207","1394503719.88358","1428537157.49114","1399230394.995","1496604032.70628","1661910450.96427","1576027195.92784","1805763988.497","1745899552.15186","1683354402.14826","1592217463.73964","1680673981.32365","1774044701.13895","1802189996.81311","1811384088.59109","1931702917.74283","2010130475.06964","2005232668.83222","1991196691.99","1911933387.78343","1623311221.99406","1866522435.44867","2012966655.96563","2190836649.66236","2505821506.81981","2448190705.16709","2508948713.15536","2489291611.56253","2509789403.26067","2605829571.33635","2780945785.45641","2753729633.03755","2625232364.27317","2694804489.77076","2663137292.76867","2771320662.75668","2924793933.80225","3103184695.74481","3301732629.5418","3517781736.28934","3732800624.73661","3953804391.90991","4180866177.03946","4413283843.51494","4605162314.06925","4834325004.40625","5098275352.20515","5187637960.77527",
"Thailand","THA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","15908745237.0732","16761795431.4479","18028024108.366","19470235531.2727","20800246569.5843","22502052342.91","25004847276.4235","27159260500.2243","29365209037.4594","31288824006.2803","34858237112.3328","36564678105.2132","38129100797.2368","42032160659.5219","43909423458.0836","46091899737.0818","50390804149.5649","55351004430.0049","61049803550.6608","64329256453.7681","67657356915.0781","71653787520.0173","75488948121.1509","79704403826.0984","84289344063.5606","88206472477.1901","93087666743.6426","101948631494.21","115495681941.763","129575189963.151","144045063210.024","156372814699.436","169013036074.787","182959849697.484","197591194008.872","213636222058.82","225710822686.697","219495705555.247","202739325941.902","212009191856.584","221454725108.405","229082177284.849","243168522955.031","260650499707.576","277043701431.254","288645289937.08","302984642091.15","319452316987.747","324965101944.033","322720833701.393","346968110267.494","349883100679.815","375224420609.029","385308560264.96","389101803069.629","401296437424.995","415081602962.932","432422388357.651","450539094020.301","460750263751.601","432703380233.061",
"Tajikistan","TJK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6549424357.10427","6778654201.29143","6697310347.85357","7628236559.49749","7132401132.50559","7089606752.00511","6586244736.68682","4676233693.53332","3909331375.04752","3076643869.8371","2694637853.03016","2244633373.73608","2282358346.2938","2403617024.74567","2492540055.61038","2700027178.00072","2958712358.69805","3278253404.66036","3638861248.94938","4013663919.05605","4282579342.09227","4582360033.55621","4939784121.61384","5330026981.83961","5537898095.33419","5897861420.90634","6334303201.41505","6809375907.5196","7313269707.44859","7803258828.32109","8271454300.59548","8842184615.904","9469979847.70115","10189698258.0971","10943735892.3235","11436203954.5867",
"Turkmenistan","TKM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9134688479.30854","10141662024.1433","9710101901.70636","13145978551.505","12540571637.2069","10663751366.9499","10823707656.0003","8951221333.60055","8306729733.44765","8863279974.39482","7852866037.13555","8410419552.77543","9798138736.69806","10334005228.0022","10782898471.2171","10810629921.4189","11164010879.7579","11722256910.1313","13250139963.3514","14704118675.0772","16330291193.8443","18730843999.3395","19873425504.8127","21701780648.8816","24891942388.6142","27654947984.1806","30475752706.6088","33614755226.4132","35799714285.7143","38019296559.4106","40490550853.5767","43000964982.7593","45710025776.6731","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","687054735559.635","732576037336.155","760280283717.757","774699566725.42","830492997877.652","877946471580.536","914203408408.106","954851900283.544","1027288503085.49","1098205669705.51","1164710564693.13","1245621855668.85","1336593489308.93","1445887517510.31","1545410518224.71","1601604568818.74","1686407671182.43","1765014795180.1","1829486607247.67","1965157870790.35","2102753346562.13","2112012084132.25","2100183858421.22","2052464458612.03","2126946292168.29","2196559163504.56","2286030819312.54","2362051397464.44","2370816384655.44","2412627987905.18","2417302796545.1","2503226306558.34","2573960428854.07","2687371958322.27","2829663335227","2851678868022.05","2967571443589.09","3125851618169.71","3207834979245.83","3220213029826.34","3334407585063.51","3343383956825.82","3359811533403.01","3447334933777.83","3638142561040.72","3787695335276.02","3983871307480.29","4201373986395.58","4365291273996.77","4276008339808.11","4564251757934.75","4775667093710.16","4898934849622.71","5044897314278.6","5117230316527.75","5142762597848.5","5134880116310.48","5236721110286.74","5327193262541.16","5371070686684.89","5014342678840.05",
"Timor-Leste","TLS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","832143247.808729","968179439.276663","903304743.345545","883592144.581901","887126544.360227","913901642.680917","876375345.034533","966018239.412212","1075525732.544","1182966725.8054","1294873918.78668","1370042714.07216","1452540808.89796","1483323406.9673","1549324902.82775","1594410800","1648061096.6351","1580431100.87679","1563774901.92146","1856568683.5577","1694999893.69114",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","188778660963.372","201988710893.978","220023330808.858","244314223409.883","274116271402.998","299457835956.915","325500557078.487","368949701681.275","393994458782.737","419640927941.756","424049557809.653","488459422338.825","486179938759.078","460936645534.274","451175615609.059","406415754117.298","406757515721.003","467006629977.836","487631330543.379","484139472723.437","500176858082.196","489791609647.892","499603399684.329","499223088919.199","510978609154.879","573489012970.1","567121508660.717","595099227980.407","612626394032.034","624742824188.059","642444927299.07","681372886748.385","705064849590.692","752344713020.442","785562120985.839","835748576481.686","856737088954.821","882603022413.613","898047663681.552","968615247102.659","1009790837182.31","1061924123007.28","1126992688406.13","1171531178331.93","1205110549369.51","1268874723677.38","1260292273853.83","1293133064790.33","1318881235583.52","1347778602935.5","1356792287108.61","1449814688242.23","1491448300607.67","1493034575141.22","1496687226021.89","1451813676248.04",
"Tonga","TON","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","222219778.810433","232755808.319395","237369965.778096","241496386.180338","257334838.422082","262786890.934538","270632755.651599","265539793.468747","266575151.205958","261126111.37363","277877214.52022","278577397.476982","288990774.878908","303303104.620697","325682432.856835","331562730.850209","335619233.812164","343871302.27496","356631956.982368","359756017.487046","373243003.258665","391337871.885458","400370128.002669","390718402.887853","391035017.223244","390453801.062756","391512302.931345","410109801.543983","388787745.789828","391911617.158105","418633233.458214","422079014.981113","423397201.128372","431944322.376837","437006227.162781","465721908.539374","481195204.795033","482638835.660302","486181549.588749","",
"South Asia (IDA & IBRD)","TSA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","186563704536.142","194390282383.029","200992121737.408","211564897402.705","227996315194.308","226484320143.613","229164350739.419","243182874132.707","254290325122.491","268982771926.632","284695160645.6","286450689978.148","281300363464.866","292091345097.796","299273624078.36","320022598145.488","328244023866.489","348776233887.329","370091852200.082","360318578396.564","383592772647.375","408211157397.522","423804663939.507","452037706899.269","471095889555.837","496682615260.497","520612502784.968","542629599312.317","588158783245.211","619856802530.972","653293768879.144","666722625008.206","705223530891.838","735724481675.563","779526128386.376","832901101814.255","889068463140.891","922263594466.072","972913860523.347","1046630488145.01","1089621005258.88","1138057731567.6","1179047994587.99","1264572442564.5","1359547306843.67","1461773402437.29","1573245745694.07","1687044228979.55","1742049508638.41","1862817761515.14","2001927969087.14","2103977963860.84","2219202506502.84","2352701918921.03","2514934781684.48","2700207657238.33","2907311249940.13","3099303570544.13","3298989783061.75","3431820472881.18","3218778431552.05",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","246145679574.88","248511803120.677","263461110015.114","280395265187.582","294712598265.693","308402959937.597","312735763159.337","307935396339.926","317131608708.833","348110249454.476","385024537514.118","415977300988.69","427626235622.263","446520258673.344","481716112644.134","479063939869.656","504550623380.395","518864058126.022","516381459029.761","538190465579.538","558206702209.25","551656866611.238","544500765037.524","530308657766.206","542213997066.028","553794216370.185","564239545555.368","580426172087.057","606551843601.458","621369099558.33","637950773504.854","640189138621.117","637874391176.725","629795408353.673","636019744113.126","657670901809.782","691986029274.826","716138800747.154","734136675448.979","749749726309.591","774537210932.474","807804018464.407","860699774838.329","896533439919.371","955883633892.721","1015764805177.05","1079083187079.9","1150167279526.34","1213698347972.01","1256824496677.63","1330679581476.19","1392567556925.6","1449616566700.24","1527594944711.46","1605744183834.3","1652908176497.07","1674204389095.41","1719925944453.38","1767848530205.69","1813347359631.44","1776799886912.3",
"Trinidad and Tobago","TTO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3687199918.13576","4204774783.53711","4320089182.25291","4562212781.6093","4910332417.51677","4944402772.858","5144988370.63112","5250075669.57273","5523874550.48863","5674714142.84699","5875237866.33761","5936360070.82406","6279502271.44974","6383517251.01438","6626576309.7909","6724514812.88615","7155229762.62982","7807914823.40323","8589993088.9959","8899178509.35132","9823875252.07903","10273534510.8156","10663858764.0273","9565446282.23283","9015346441.8548","8643966497.63598","8360516742.32748","7979128483.92374","7666368665.64514","7602744382.61247","7717482555.94667","7957682090.09275","8760849313.15301","8702229176.73145","9012653408.19778","9356027674.98812","10023531361.0614","10777587053.7732","11653219011.2404","12588368586.4902","13457137169.2501","14018101159.4213","15130677152.0961","17315696656.8061","18692303460.4587","19852896970.574","22475079237.2722","23543591634.6616","24342128361.6448","23273087990.9318","24046505001.8902","23975723054.1962","24280206193.2841","24821430152.0838","24594923440.0447","24959858249.4433","23561652382.5302","22857785669.7807","22872883185.6935","22587789317.2434","20818741554.6084",
"Tunisia","TUN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","4539248778.59235","4696073827.22223","4703679234.86529","5193319476.54131","5439888698.86761","5693911470.12598","6295199765.35877","7412139324.12057","7363616235.47722","7958212218.22184","8527709835.55149","9199424973.94031","9513226177.825","10125922991.9023","10790945128.3908","11591497247.3171","12230660847.4019","12170273475.7595","12740075625.2711","13472482604.8103","14233485651.3503","14027528763.0826","14967565520.9901","14978365978.2523","15239992966.3508","16451544889.2241","17093902912.1897","18428206624.587","18831752816.928","19430303393.5421","19887239987.5077","21308398233.5979","22467776128.7065","23542581193.8912","24967998440.685","26143984401.638","27136481042.6882","27495376512.179","28788319000.8201","30583498295.2667","31649805916.0632","33309553312.6294","35544464793.6228","37050761563.7044","38178383000.8257","39518888665.5978","38761036608.9684","40345801025.006","41484221164.5221","42675989275.4741","43173531810.7667","43712915400.7241","44551353479.055","45738019939.5431","46215187209.8994","42240537712.1053",
"Turkey","TUR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","68945226535.3849","69742281192.0531","73627922579.9898","80303255012.9827","84687055315.0901","87078219341.3797","96842139012.2061","101425203161.407","108299799385.208","112719671905.255","116364472610.572","122842127308.023","131964123656.633","136269234814.594","143892782275.042","154215812627.901","170348605691.149","176151820203.602","178799264059.313","177683353588.86","173334819278.224","181753082640.651","188229359030.803","197586392514.764","210848422225.247","219791211664.552","235203039804.711","257513315504.051","263489521766.27","264254284475.052","288740474060.216","290820211162.193","305464855325.057","328836781507.983","313486195960.325","338183475098.096","363140280866.026","390657829906.207","400049831127.377","386995531429.888","413826859269.854","390031787736.966","415179953304.473","439107629560.404","482122333632.277","525476244038.33","561986270867.401","590330093012.939","595141428332.854","566436841006.172","614171064520.319","682958902917.534","715662340203.413","776392136706.161","814743696794.687","864316670330.882","893038641113.713","960034377547.426","988441475356.273","997500885420.363","1015023492330.34",
"Tuvalu","TUV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19994709.110679","20716351.1507462","21294102.5453457","22169437.3052742","24449228.5108459","23225682.1955163","21841115.3959729","24025931.1622742","27750243.6030008","27316287.6880982","27051155.8506161","27493200.8560377","29661362.6124469","28672590.2537105","28284884.9034225","27215792.6341208","27797921.6541776","29563246.7027398","31923357.8188767","30508242.8069027","29675542.3122979","31905942.4828181","30682110.6701761","32086376.7842776","32518905.212618","35492074.2243257","36569160.4183757","38066308.3247897","39017966.0329094","42824596.8653884","44708879.1274654",
